RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
52,02/04/2020 15:10,week 1,2,250,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Sometimes,Frequently,Always,Not at all,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Not at all,10,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.004271481,Male,61,Bavaria,2,0,Full time employment, , , , , 
53,02/04/2020 15:10,week 1,1,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Always,Not at all,Always,Not at all,Always,Not at all,Not at all, ,Not at all,Always,Not at all,Not at all,Not at all,Frequently,Frequently,Not at all,Not at all,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,0.827997251,Male,70,North Rhine-Westphalia,2,1,Retired, , , , , 
54,02/04/2020 15:11,week 1,0,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Sometimes,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,12, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0.940953264,Female,50,North Rhine-Westphalia,1,0,Not working, , , , , 
55,02/04/2020 15:11,week 1,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Sometimes,Always,Always,Always,Always,Always,Always,Always,Sometimes, ,Not at all,Always,Always,Always,Frequently,Sometimes,Rarely,Rarely,Always,Frequently,2,No,No,No,No,No,No,No,No,No,No,Yes,No,No,zusteller,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.249714186,Female,52,Saxony-Anhalt,2,0,Part time employment, , , , , 
56,02/04/2020 15:11,week 1,2,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Not at all,Frequently,Not at all,Always, , ,Always,Not at all,Always,Always,Not at all,Sometimes,Not at all,Always,Always,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.778509234,Female,55,Mecklenburg-Vorpommern,2,0,Retired, , , , , 
57,02/04/2020 15:11,week 1,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Very willing,Not at all,Always,Not at all,Always,Not at all,Not at all,Not at all,Not at all, , ,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.675787504,Male,66,Thuringia,1,0,Retired, , , , , 
58,02/04/2020 15:11,week 1,3,4,3,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Sometimes,Yes,No,No,Somewhat difficult,Very willing,Not at all,Always,Frequently,Frequently,Always,Not at all,Frequently,Always,Rarely,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Frequently,Sometimes,Frequently,5,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0.816199302,Male,42,Saxony,3,1,Full time employment, , , , , 
59,02/04/2020 15:11,week 1,3,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Frequently,Rarely,Frequently,Always,Not at all,Sometimes,Frequently,Always,Always,Always,Sometimes,Rarely,Not at all,Rarely,Rarely,Rarely,25,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Luftfahrt,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0.957760953,Male,47,Brandenburg,4,2,Full time employment, , , , , 
60,02/04/2020 15:12,week 1,1,0,1,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Frequently,Always,Frequently,Always,Always,Sometimes,Rarely,Always,Sometimes, ,Sometimes,Always,Always,Always,Always,Rarely,Not at all,Rarely,Frequently,Always,6,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.779168957,Female,29,Berlin,2,0,Full time employment, , , , , 
61,02/04/2020 15:12,week 1,1,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Somewhat willing,Not at all,Frequently,Not at all,Frequently,Always,Sometimes,Always,Frequently,Always, ,Sometimes,Frequently,Always,Always,Frequently,Rarely,Not at all,Not at all,Rarely,Rarely,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.569472733,Male,28,Berlin,2,0,Full time employment, , , , , 
62,02/04/2020 15:12,week 1,5,0,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Rarely,Always,Rarely,Frequently,Not at all,Not at all,Rarely, ,Frequently,Always,Always,Always,Always,Always,Not at all,Rarely,Rarely,Sometimes,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.827997251,Male,61,North Rhine-Westphalia,2,0,Full time employment, , , , , 
63,02/04/2020 15:12,week 1,4,20,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Not at all,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.771628039,Female,52,Saxony,3,0,Retired, , , , , 
64,02/04/2020 15:12,week 1,1,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Sometimes,Always,Frequently,Always,Frequently,Frequently,Not at all,Sometimes,Not at all, ,Always,Frequently,Sometimes,Frequently,Always,Sometimes,Not at all,Rarely,Sometimes,Frequently,20,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.668006835,Female,42,Saxony,2,0,Full time employment, , , , , 
65,02/04/2020 15:12,week 1,1,0,0,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,No,Always,No,No,Yes,Very easy,Very willing,Not at all,Frequently,Not at all,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Always,2, , , , , , , , , , , , , ,__NA__,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1.158940332,Female,62,Bavaria,2,0,Not working, , , , , 
66,02/04/2020 15:13,week 1,2,2,7,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Always,Always,Rarely,Rarely,Rarely,Not at all,Rarely,Rarely, ,Rarely,Sometimes,Not at all,Not at all,Rarely,Always,Rarely,Sometimes,Rarely,Rarely,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.107523925,Female,40,Lower Saxony,3,0,Part time employment, , , , , 
67,02/04/2020 15:13,week 1,0,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Frequently,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Sometimes,Not at all,Always,Sometimes,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.095299842,Male,69,Baden-Wurttemberg,1,0,Part time employment, , , , , 
68,02/04/2020 15:14,week 1,1,0,3,"No, I have not", ,No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Sometimes,Not at all,Always,Always,Not at all,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Frequently,Sometimes,8,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Bank,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.656711321,Male,54,Hamburg,2,1,Full time employment, , , , , 
69,02/04/2020 15:14,week 1,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Always,Rarely,Always,Always, , ,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0.955517932,Female,65,North Rhine-Westphalia,1,0,Retired, , , , , 
70,02/04/2020 15:14,week 1,0,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Always,Always,Not at all,Not at all,Not at all,Always, , ,Always,Not at all,Always,Always,Frequently,Not at all,Not at all,Rarely,Frequently,Rarely,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.785571705,Male,66,Berlin,2,0,Retired, , , , , 
71,02/04/2020 15:14,week 1,0,1,0,"No, I have not","No, they have not", , , , , , , , , , ,No,Neither easy nor difficult,Somewhat unwilling,Not at all,Sometimes,Not at all,Not at all,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Not at all,Always,0, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,0.767541874,Male,56,Brandenburg,1,0,Not working, , , , , 
72,02/04/2020 15:14,week 1,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Frequently,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,4, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.004271481,Male,71,Bavaria,1,0,Retired, , , , , 
73,02/04/2020 15:14,week 1,1,3,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Not at all,No,No,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Always,Rarely,Always,Always,Frequently,Always,Sometimes,Frequently, ,Always,Always,Always,Always,Frequently,Rarely,Frequently,Not at all,Rarely,Sometimes,30,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.771628039,Female,54,Saxony,2,0,Part time employment, , , , , 
74,02/04/2020 15:15,week 1,0,0,1,"No, I have not","No, they have not",No,No,No,Yes,Yes,No,No,Frequently,No,No,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Always,Frequently,Always,Not at all,Frequently,Always,Frequently,Frequently, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.607336526,Female,62,Hamburg,1,0,Part time employment, , , , , 
75,02/04/2020 15:15,week 1,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Not sure,Very willing,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Frequently, ,Always,Always,Always,Always,Always,Sometimes,Always,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.004271481,Male,63,Bavaria,3,0,Part time employment, , , , , 
76,02/04/2020 15:16,week 1,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,Sometimes,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.724390195,Female,21,North Rhine-Westphalia,4,1,Full time student, , , , , 
77,02/04/2020 15:16,week 1,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.933877205,Female,61,Thuringia,1,0,Full time employment, , , , , 
78,02/04/2020 15:16,week 1,1,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Rarely,Always,Always,Always, ,Always,Always,Always,Always,Always,Rarely,Not at all,Frequently,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.989708453,Female,27,Rheinland-Pfalz,1,0,Full time employment, , , , , 
79,02/04/2020 15:17,week 1,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,7, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,0.990568474,Male,53,Hesse,2,0,Retired, , , , , 
80,02/04/2020 15:18,week 1,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Rarely,Always,Rarely, , ,Frequently,Always,Always,Always,Frequently,Not at all,Always,Always,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0.827997251,Male,74,North Rhine-Westphalia,1,0,Retired, , , , , 
81,02/04/2020 15:19,week 1,0,20,0,"Yes, and I tested positive","No, they have not",Yes,Yes,Yes,No,No,No,Not sure,Always,Yes,No,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.997841288,Male,61,Rheinland-Pfalz,1,0,Part time employment, , , , , 
82,02/04/2020 15:20,week 1,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Rarely,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0.783571784,Female,75,Saxony,2,0,Retired, , , , , 
83,02/04/2020 15:20,week 1,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Frequently,Rarely,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.916092652,Female,69,Hesse,1,0,Retired, , , , , 
84,02/04/2020 15:22,week 1,2,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,1.116572331,Female,32,Lower Saxony,3,1,Unemployed, , , , , 
85,02/04/2020 15:26,week 1,1,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Not at all,Always,Not at all,Sometimes,Always,Always, , ,Always,Not at all,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.996086237,Female,27,Bavaria,2,0,Full time student, , , , , 
86,02/04/2020 15:37,week 1,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Sometimes,Always,Frequently,9,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1.245135224,Male,51,Rheinland-Pfalz,2,0,Full time employment, , , , , 
87,02/04/2020 15:52,week 1,2,0,10,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Not at all,Always,Frequently,Not at all,Not at all,Sometimes,Rarely,Not at all, ,Not at all,Not at all,Rarely,Not at all,Not at all,Not at all,Sometimes,Always,Not at all,Always,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,1.279323008,Female,50,Lower Saxony,3,1,Other, , , , , 
88,02/04/2020 16:14,week 1,0,5,1,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Not at all,Always,Always,Always,Not at all, ,Always,Always,Always,Always,Not at all,Not at all,Not at all,Rarely,Frequently,Not at all,10,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.814593536,Female,42,North Rhine-Westphalia,1,0,Full time employment, , , , , 
89,02/04/2020 16:15,week 1,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.353220067,Male,41,Lower Saxony,2,1,Full time employment, , , , , 
90,02/04/2020 16:15,week 1,1,3,0,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Very difficult,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.518185981,Female,29,Bremen,2,0,Other, , , , , 
91,02/04/2020 16:15,week 1,3,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Not at all,Always,Not at all,Always,Always,Sometimes,Always,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.504001813,Male,18,Lower Saxony,4,1,Full time student, , , , , 
92,02/04/2020 16:16,week 1,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Not sure,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,40,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.872250519,Female,51,Brandenburg,2,0,Full time employment, , , , , 
93,02/04/2020 16:16,week 1,3,0,0,"No, I have not",Not sure, , , , , , , , , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Always,Not at all,Sometimes,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.958245291,Female,20,Baden-Wurttemberg,4,1,Full time student, , , , , 
94,02/04/2020 16:16,week 1,2,200,1,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,50,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.116572331,Female,30,Lower Saxony,3,1,Full time employment, , , , , 
95,02/04/2020 16:16,week 1,0,0,0, , , , , , , , , , , , ,No,Not sure,Not sure,Not at all,Not at all,Always,Always,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,10, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,0.779168957,Female,30,Berlin,1,0,Not working, , , , , 
96,02/04/2020 16:17,week 1,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Not at all,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Rarely,Not at all,Not at all,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.771628039,Female,48,Saxony,4,2,Full time employment, , , , , 
97,02/04/2020 16:17,week 1,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Not at all,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0.827997251,Male,75,North Rhine-Westphalia,2,0,Retired, , , , , 
